text	score	binary	multilevel	id
I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .	0.152780	0	0	10667
This little film is so slovenly done , so primitive in technique , that it ca n't really be called animation .	0.111110	0	0	10668
Makes 98 minutes feel like three hours .	0.055556	0	0	10669
Hawke 's film , a boring , pretentious waste of nearly two hours , does n't tell you anything except that the Chelsea Hotel today is populated by whiny , pathetic , starving and untalented artistes .	0.305560	0	1	10670
Aspires to the cracked lunacy of The Adventures of Buckaroo Banzai , but thanks to an astonishingly witless script ends up more like The Adventures of Ford Fairlane .	0.291670	0	1	10671
Real-life strongman Ahola lacks the charisma and ability to carry the film on his admittedly broad shoulders .	0.277780	0	1	10672
The title , alone , should scare any sane person away .	0.125000	0	0	10673
Low comedy does n't come much lower .	0.361110	0	1	10674
Appropriately cynical social commentary aside , # 9 never quite ignites .	0.388890	0	1	10675
It 's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .	0.041667	0	0	10676
One of the most depressing movie-going experiences I can think of is to sit through about 90 minutes of a so-called ` comedy ' and not laugh once .	0.208330	0	1	10677
This is the kind of movie where the big scene is a man shot out of a cannon into a vat of ice cream .	0.375000	0	1	10678
Let 's face it -- there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears .	0.444440	0	2	10679
A loud , brash and mainly unfunny high school comedy .	0.111110	0	0	10680
An exceptionally dreary and overwrought bit of work , every bit as imperious as Katzenberg 's The Prince of Egypt from 1998 .	0.388890	0	1	10681
The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .	0.180560	0	0	10682
The movie 's vision of a white American zealously spreading a Puritanical brand of Christianity to South Seas islanders is one only a true believer could relish .	0.347220	0	1	10683
Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .	0.194440	0	0	10684
A fairly harmless but ultimately lifeless feature-length afterschool special .	0.361110	0	1	10685
I ca n't remember the last time I saw a movie where I wanted so badly for the protagonist to fail .	0.402780	0	2	10686
... the whole thing succeeded only in making me groggy .	0.375000	0	1	10687
Like most of Jaglom 's films , some of it is honestly affecting , but more of it seems contrived and secondhand .	0.333330	0	1	10688
One long , numbing action sequence made up mostly of routine stuff Yuen has given us before .	0.263890	0	1	10689
Forgettable , if good-hearted , movie .	0.375000	0	1	10690
The film 's most improbable feat ?	0.305560	0	1	10691
It did n't go straight to video .	0.458330	0	2	10692
... about as exciting to watch as two last-place basketball teams playing one another on the final day of the season .	0.138890	0	0	10693
The Chateau ... is less concerned with cultural and political issues than doting on its eccentric characters .	0.319440	0	1	10694
Cruel and inhuman cinematic punishment ... simultaneously degrades its characters , its stars and its audience .	0.125000	0	0	10695
It 's not too fast and not too slow .	0.680560	1	3	10696
It 's not too racy and it 's not too offensive .	0.597220	1	2	10697
It 's not too much of anything .	0.222220	0	1	10698
The great pity is that those responsible did n't cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and send it to its proper home .	0.277780	0	1	10699
About as original as a gangster sweating bullets while worrying about a contract on his life .	0.458330	0	2	10700
An empty shell of an epic rather than the real deal .	0.222220	0	1	10701
We could have expected a little more human being , and a little less product .	0.500000	0	2	10702
Instead of using George and Lucy 's most obvious differences to ignite sparks , Lawrence desperately looks elsewhere , seizing on George 's haplessness and Lucy 's personality tics .	0.277780	0	1	10703
Whether Quitting will prove absorbing to American audiences is debatable .	0.555560	1	2	10704
Becomes a bit of a mishmash : a tearjerker that does n't and a thriller that wo n't .	0.194440	0	0	10705
Family togetherness takes a back seat to inter-family rivalry and workplace ambition ... whole subplots have no explanation or even plot relevance .	0.222220	0	1	10706
Grant is n't Cary and Bullock is n't Katherine .	0.305560	0	1	10707
Like a fish that 's lived too long , Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places .	0.263890	0	1	10708
Two tedious acts light on great scares and a good surprise ending .	0.680560	1	3	10709
Shyamalan should stop trying to please his mom .	0.208330	0	1	10710
The entire movie is in need of a scented bath .	0.194440	0	0	10711
I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .	0.250000	0	1	10712
The story of Trouble Every Day ... is so sketchy it amounts to little more than preliminary notes for a science-fiction horror film , and the movie 's fragmentary narrative style makes piecing the story together frustrating difficult .	0.194440	0	0	10713
A Movie to Forget	0.361110	0	1	10714
For all of its insights into the dream world of teen life , and its electronic expression through cyber culture , the film gives no quarter to anyone seeking to pull a cohesive story out of its 2 1\/2 - hour running time .	0.097222	0	0	10715
Enough is not a bad movie , just mediocre .	0.361110	0	1	10716
The performances are so overstated , the effect comes off as self-parody .	0.111110	0	0	10717
It looks good , but it is essentially empty .	0.333330	0	1	10718
The film never finds its tone and several scenes run too long .	0.277780	0	1	10719
The idea is more interesting than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of Run Lola Run .	0.263890	0	1	10720
Van Wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest .	0.291670	0	1	10721
It 's hard to believe that something so short could be so flabby .	0.222220	0	1	10722
Do we really need another film that praises female self-sacrifice ?	0.277780	0	1	10723
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .	0.347220	0	1	10724
Tennessee Williams by way of Oprah 's Book Club .	0.444440	0	2	10725
So verbally flatfooted and so emotionally predictable or bland that it plays like the standard made-for-TV movie .	0.402780	0	2	10726
The entire point of a shaggy dog story , of course , is that it goes nowhere , and this is classic nowheresville in every sense .	0.208330	0	1	10727
Stale and clichéd to a fault .	0.180560	0	0	10728
This film is too busy hitting all of its assigned marks to take on any life of its own .	0.291670	0	1	10729
Watching junk like this induces a kind of abstract guilt , as if you were paying dues for good books unread , fine music never heard .	0.263890	0	1	10730
The script feels as if it started to explore the obvious voyeuristic potential of ` hypertime ' but then backed off when the producers saw the grosses for Spy Kids .	0.402780	0	2	10731
Starts off witty and sophisticated and you want to love it -- but filmmaker Yvan Attal quickly writes himself into a corner .	0.305560	0	1	10732
Some Like It Hot on the Hardwood proves once again that a man in drag is not in and of himself funny .	0.319440	0	1	10733
Unfortunately , contrived plotting , stereotyped characters and Woo 's over-the-top instincts as a director undermine the moral dilemma at the movie 's heart .	0.583330	1	2	10734
Witless and utterly pointless .	0.208330	0	1	10735
When ` science fiction ' takes advantage of the fact that its intended audience has n't yet had much science , it does a disservice to the audience and to the genre .	0.250000	0	1	10736
Show me the mugging .	0.444440	0	2	10737
Represents something very close to the nadir of the thriller\/horror genre .	0.513890	1	2	10738
Visually sumptuous but intellectually stultifying .	0.444440	0	2	10739
As a feature-length film , it wears out its welcome as tryingly as the title character .	0.263890	0	1	10740
A guilty pleasure at best , and not worth seeing unless you want to laugh at it .	0.444440	0	2	10741
